[20:40:20] ⠧ Refining the Approach (esc to cancel, 53s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 37s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 37s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 38s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 39s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] [?25l⠼ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 40s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 41s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 42s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 43s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 44s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 45s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] [?25l⠧ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 46s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 47s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 48s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 49s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 50s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 51s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] [?25l⠏ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 52s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 53s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 54s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠴ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠦ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠧ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠇ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 55s)
[20:47:32] ⠏ Examining Antigone's Entry (esc to cancel, 6m 56s)
[20:47:32] ⠋ Examining Antigone's Entry (esc to cancel, 6m 56s)
[20:47:32] ⠙ Examining Antigone's Entry (esc to cancel, 6m 56s)
[20:47:32] ⠹ Examining Antigone's Entry (esc to cancel, 6m 56s)
[20:47:32] ⠸ Examining Antigone's Entry (esc to cancel, 6m 56s)
[20:47:32] ⠼ Examining Antigone's Entry (esc to cancel, 6m 56s)
[20:47:32] [?25l⠋ I'm Feeling Lucky (esc to cancel, 0s)
[20:47:32] ⠋ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠸ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠴ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠧ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠏ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠋ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 0s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠸ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠴ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠧ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠏ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠋ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠸ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 1s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠴ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠧ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠏ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠋ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠸ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠴ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 2s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠧ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠏ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠋ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠸ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠴ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠧ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 3s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠏ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠋ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠸ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠴ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠧ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠏ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠋ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 4s)
[20:47:32] ⠙ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠹ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠸ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠼ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠴ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠦ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠧ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠇ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠏ Dividing by zero... just kidding! (esc to cancel, 5s)
[20:47:32] ⠏ Examining the Details (esc to cancel, 5s)
[20:47:32] ⠋ Examining the Details (esc to cancel, 5s)
[20:47:32] ⠙ Examining the Details (esc to cancel, 5s)
[20:47:32] ⠹ Examining the Details (esc to cancel, 5s)
[20:47:32] ⠹ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠸ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠼ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠴ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠦ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠧ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠇ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠏ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠋ Examining the Details (esc to cancel, 6s)
[20:47:32] ⠙ Examining the Details (esc to cancel, 6s)
